trans,items
7,pipfruit|wholemilk|domesticeggs|margarine|soda|chocolate|napkins|
1,liquor|
3,wholemilk|pastry|vinegar|
1,cannedbeer|
1,photo|film|
12,tropicalfruit|grapes|onions|othervegetables|yogurt|domesticeggs|oil|puddingpowder|pickledvegetables|saltysnack|waffles|specialtybar
2,domesticeggs|misc.beverages
8,meat|rootvegetables|wholemilk|yogurt|whipped|sourcream|domesticeggs|seasonalproducts|shoppingbags
5,meat|whipped|sourcream|coffee|chewinggum|dishes|
8,pork|rootvegetables|creamcheese|frozenfish|flour|sugar|decalcifier|shoppingbags
2,rolls|buns|bottledbeer
1,coffee|
1,cannedbeer|
1,buttermilk|
1,bottledwater|
13,organicsausage|citrusfruit|wholemilk|whipped|sourcream|hardcheese|rolls|buns|pastry|bottledbeer|longlifebakeryproduct|detergent|napkins|housekeepingproducts|candles|
1,napkins|
7,organicsausage|pipfruit|rootvegetables|othervegetables|pastry|saltysnack|dishes|
7,tropicalfruit|pipfruit|othervegetables|wholemilk|icecream|pastry|red|blushwine|
1,chocolatemarshmallow|
5,frankfurter|rootvegetables|packagedfruit|vegetables|soda|hygienearticles|
1,clingfilm|bags|
1,bottledbeer|
13,citrusfruit|tropicalfruit|pipfruit|yogurt|pastry|margarine|catfood|petcare|bottledwater|chocolate|specialtybar|dentalcare|napkins|
2,liquor|specialtybar
4,brownbread|bottledwater|soda|cannedbeer
1,icecream|
1,newspapers|
5,processedcheese|rolls|buns|detergent|dishcleaner|flowersoil|fertilizer|
8,chicken|tropicalfruit|pipfruit|othervegetables|wholemilk|whipped|sourcream|frozenvegetables|coffee
6,tropicalfruit|othervegetables|rolls|buns|whitebread|bottledbeer|pottedplants
5,wholemilk|pickledvegetables|bottledwater|fruit|vegetablejuice|candy|
2,citrusfruit|specialtybar
1,bottledbeer|
13,sausage|finishedproducts|beef|citrusfruit|onions|othervegetables|wholemilk|dessert|frozendessert|brownbread|cannedvegetables|cannedfruit|soda|
4,sausage|othervegetables|semi-finishedbread|soda
5,pipfruit|rolls|buns|bottledwater|soda|specialtychocolate|
5,othervegetables|misc.beverages|fruit|vegetablejuice|longlifebakeryproduct|shoppingbags|
7,sausage|othervegetables|spreadcheese|rolls|buns|soda|saltysnack|longlifebakeryproduct|
3,tropicalfruit|wholemilk|icecream|
4,pastry|sugar|coffee|liquor(appetizer)
2,coffee|napkins
10,ham|meat|wholemilk|dessert|buttermilk|whipped|sourcream|slicedcheese|rolls|buns|soda|fruit|vegetablejuice
1,liquor|
8,sausage|pork|tropicalfruit|othervegetables|yogurt|bottledbeer|red|blushwine|dishes
4,frozenchicken|fruit|vegetablejuice|bottledbeer|shoppingbags
5,frankfurter|sausage|ham|hardcheese|processedcheese|
2,bottledwater|cannedbeer
1,cannedbeer|
1,othervegetables|
1,bottledwater|
6,berries|rootvegetables|packagedfruit|vegetables|whipped|sourcream|UHT-milk|instantcoffee
4,dessert|fruit|vegetablejuice|nutsnack|specialtybar
2,pipfruit|sweetspreads
6,pork|packagedfruit|vegetables|wholemilk|whitebread|liquor|chocolatemarshmallow
9,frankfurter|rootvegetables|buttermilk|rolls|buns|semi-finishedbread|readysoups|bottledwater|misc.beverages|shoppingbags|
4,bottledwater|misc.beverages|liquor|chewinggum
4,tropicalfruit|othervegetables|whipped|sourcream|whitebread
7,pipfruit|whitebread|coffee|soda|fruit|vegetablejuice|bottledbeer|sparklingwine|
6,tropicalfruit|UHT-milk|pastry|chocolate|napkins|shoppingbags
2,bottledbeer|liquor
1,candles|
2,spreadcheese|soda
9,pork|tropicalfruit|herbs|wholemilk|icecream|chocolatemarshmallow|candy|toiletcleaner|dentalcare|
2,cannedbeer|whitewine
5,pork|bottledwater|rum|whitewine|flower(seeds)|
6,beverages|frozenvegetables|coffee|soda|fruit|vegetablejuice|clingfilm|bags
13,sausage|beef|tropicalfruit|onions|frozenvegetables|domesticeggs|whitebread|semi-finishedbread|sugar|bakingpowder|cannedfish|coffee|seasonalproducts|
3,tropicalfruit|yogurt|whipped|sourcream|
1,UHT-milk|
4,soda|saltysnack|specialtybar|candy
8,ham|hamburgermeat|wholemilk|yogurt|domesticeggs|whitebread|Instantfoodproducts|chocolate
2,whitewine|specialtybar
3,UHT-milk|pastry|waffles|
8,sausage|pipfruit|wholemilk|slicedcheese|frozenvegetables|frozenmeals|napkins|shoppingbags
2,whisky|chewinggum
3,misc.beverages|bottledbeer|whitewine|
1,whitewine|
2,soda|fruit|vegetablejuice
2,margarine|misc.beverages
16,othervegetables|yogurt|softcheese|domesticeggs|brownbread|rollproducts|catfood|coffee|bottledwater|cannedbeer|specialtychocolate|specialtybar|detergent|softener|napkins|shoppingbags
9,chicken|rootvegetables|wholemilk|buttermilk|rolls|buns|soda|dishcleaner|babycosmetics|kitchentowels|
4,othervegetables|coffee|bottledwater|saltysnack
7,sausage|pork|othervegetables|rolls|buns|pickledvegetables|specialtybar|shoppingbags|
3,pastry|chocolate|candles|
3,processedcheese|ketchup|seasonalproducts|
2,rolls|buns|pottedplants
7,chicken|whipped|sourcream|icecream|frozenpotatoproducts|soda|candy|shoppingbags|
4,berries|soda|longlifebakeryproduct|specialtychocolate
16,frankfurter|chicken|tropicalfruit|pipfruit|rootvegetables|othervegetables|wholemilk|yogurt|domesticeggs|rolls|buns|pastry|oil|bottledwater|soda|cannedbeer|shoppingbags
2,wholemilk|yogurt
7,pipfruit|berries|wholemilk|yogurt|hardcheese|frozenvegetables|popcorn|
1,soda|
3,soda|fruit|vegetablejuice|waffles|
5,yogurt|icecream|soda|longlifebakeryproduct|candy|
16,pork|rootvegetables|othervegetables|dessert|condensedmilk|hardcheese|specialtycheese|frozenvegetables|icecream|pickledvegetables|cannedfish|catfood|saltysnack|nutsnack|waffles|seasonalproducts
1,onions|
1,liquor|
1,onions|
3,beef|bottledbeer|cakebar|
5,rolls|buns|pickledvegetables|coffee|bottledwater|red|blushwine|
6,frankfurter|tropicalfruit|domesticeggs|rolls|buns|soda|fruit|vegetablejuice
4,sausage|hamburgermeat|rolls|buns|soda
2,wholemilk|bottledwater
6,pork|wholemilk|dessert|frozenvegetables|bottledwater|cleaner
1,wholemilk|
2,bottledwater|fruit|vegetablejuice
1,shoppingbags|
2,citrusfruit|pastry
3,meat|rootvegetables|wholemilk|
11,sausage|tropicalfruit|berries|wholemilk|butter|rolls|buns|rollproducts|vinegar|sugar|jam|candles|
5,berries|rolls|buns|pastry|soda|shoppingbags|
2,cannedbeer|shoppingbags
4,chicken|citrusfruit|rolls|buns|bottledwater
6,wholemilk|dessert|yogurt|whipped|sourcream|specialtycheese|kitchentowels
2,rolls|buns|oil
2,hamburgermeat|cannedbeer
4,citrusfruit|othervegetables|butter|rolls|buns
1,bottledbeer|
3,beef|othervegetables|cannedfish|
4,yogurt|brownbread|margarine|napkins
4,meat|wholemilk|specialtycheese|domesticeggs
1,pastry|
3,othervegetables|rolls|buns|red|blushwine|
3,tidbits|cannedbeer|red|blushwine|
1,potatoproducts|
2,waffles|specialtychocolate
3,tropicalfruit|othervegetables|skincare|
6,wholemilk|whipped|sourcream|fruit|vegetablejuice|cannedbeer|saltysnack|waffles
2,bottledbeer|shoppingbags
2,soda|cannedbeer
3,meat|rolls|buns|soda|
1,pipfruit|
1,rolls|buns|
8,frankfurter|wholemilk|frozenvegetables|frozenfish|clingfilm|bags|housekeepingproducts|flower(seeds)|shoppingbags
2,soda|specialtychocolate
6,pipfruit|wholemilk|butter|creamcheese|domesticeggs|shoppingbags
2,rolls|buns|brownbread
5,onions|mayonnaise|rolls|buns|mustard|fruit|vegetablejuice|
2,wholemilk|fruit|vegetablejuice
2,pastry|specialtychocolate
7,ham|chicken|citrusfruit|tropicalfruit|yogurt|whipped|sourcream|domesticeggs|
7,rootvegetables|wholemilk|soda|detergent|softener|dishcleaner|photo|film|
1,photo|film|
2,bottledbeer|chocolate
7,dessert|frozenmeals|frozendessert|whitebread|brownbread|soda|chocolate|
2,beverages|longlifebakeryproduct
7,chicken|pork|frozenvegetables|frozenmeals|rolls|buns|soda|longlifebakeryproduct|
5,wholemilk|creamcheese|brownbread|misc.beverages|shoppingbags|
1,hardcheese|
8,pork|othervegetables|buttermilk|yogurt|pasta|soda|waffles|photo|film
1,soda|
1,yogurt|
8,citrusfruit|wholemilk|yogurt|slicedcheese|brownbread|margarine|dogfood|shoppingbags
4,soda|bottledbeer|liquor|red|blushwine
6,frankfurter|berries|whipped|sourcream|domesticeggs|rolls|buns|cookingchocolate
1,icecream|
1,brownbread|
5,sugar|waffles|cleaner|kitchentowels|shoppingbags|
2,othervegetables|newspapers
2,newspapers|photo|film
1,nuts|prunes|
9,yogurt|whipped|sourcream|frozenvegetables|salt|pasta|bakingpowder|soda|misc.beverages|fruit|vegetablejuice|
1,rootvegetables|
4,chicken|brownbread|bottledwater|newspapers
15,othervegetables|wholemilk|buttermilk|yogurt|creamcheese|domesticeggs|rolls|buns|brownbread|soda|fruit|vegetablejuice|cannedbeer|red|blushwine|longlifebakeryproduct|chocolate|shoppingbags|
2,fruit|vegetablejuice|cakebar
9,hamburgermeat|wholemilk|yogurt|softcheese|frozenpotatoproducts|pasta|cannedvegetables|fruit|vegetablejuice|popcorn|
5,hamburgermeat|wholemilk|mayonnaise|pastry|Instantfoodproducts|
5,sausage|tropicalfruit|wholemilk|rolls|buns|soda|
1,pastry|
1,rootvegetables|
1,soda|
5,UHT-milk|brandy|liquor(appetizer)|specialtybar|hygienearticles|
7,citrusfruit|tropicalfruit|herbs|othervegetables|wholemilk|whipped|sourcream|bottledwater|
6,sausage|wholemilk|condensedmilk|cannedfish|soda|dishes
2,condensedmilk|soda
2,frozenmeals|soda
1,dessert|
5,beef|berries|dessert|bottledwater|hygienearticles|
4,pipfruit|brownbread|misc.beverages|chewinggum
1,soda|
2,cannedbeer|shoppingbags
3,mayonnaise|rice|cannedbeer|
4,sausage|buttermilk|petcare|coffee
6,pipfruit|yogurt|frozenvegetables|domesticeggs|whitebread|longlifebakeryproduct
2,wholemilk|sugar
7,tropicalfruit|frozenmeals|frozenfish|saltysnack|longlifebakeryproduct|chocolate|specialtychocolate|
2,pipfruit|fruit|vegetablejuice
14,ham|rootvegetables|wholemilk|curd|yogurt|frozenmeals|domesticeggs|whitebread|rollproducts|flour|pasta|sugar|meatspreads|chewinggum
3,pipfruit|wholemilk|whipped|sourcream|
2,cereals|detergent
5,sausage|tropicalfruit|nuts|prunes|othervegetables|curd|
9,dessert|UHT-milk|creamcheese|domesticeggs|brownbread|coffee|bottledwater|soda|shoppingbags|
9,tropicalfruit|nuts|prunes|rootvegetables|wholemilk|yogurt|rolls|buns|waffles|napkins|newspapers|
1,wholemilk|
2,cannedbeer|newspapers
3,sausage|margarine|newspapers|
1,beverages|
17,pipfruit|berries|rootvegetables|yogurt|softcheese|hardcheese|frozenmeals|frozenfish|frozendessert|whitebread|pastry|pasta|cereals|soda|longlifebakeryproduct|cakebar|detergent|
14,sausage|turkey|hamburgermeat|grapes|othervegetables|wholemilk|curd|dessert|yogurt|softcheese|frozenvegetables|coffee|longlifebakeryproduct|chocolatemarshmallow
2,soda|chocolate
6,beef|citrusfruit|tropicalfruit|rootvegetables|othervegetables|pickledvegetables
5,whipped|sourcream|dogfood|soda|fruit|vegetablejuice|shoppingbags|
2,rootvegetables|shoppingbags
6,hamburgermeat|packagedfruit|vegetables|wholemilk|curd|yogurt|pastry
7,meat|beef|citrusfruit|pipfruit|cannedbeer|chewinggum|shoppingbags|
15,tropicalfruit|nuts|prunes|wholemilk|creamcheese|domesticeggs|rolls|buns|whitebread|flour|margarine|catfood|bottledwater|bottledbeer|softener|hygienearticles|napkins|
6,sausage|pipfruit|wholemilk|butter|yogurt|dishcleaner
4,sausage|hamburgermeat|chocolate|detergent
2,yogurt|brownbread
3,whitebread|chocolate|shoppingbags|
2,sausage|whitewine
1,whitewine|
4,pipfruit|othervegetables|frozenvegetables|cannedvegetables
1,soda|
1,soda|
2,curd|meatspreads
2,tropicalfruit|wholemilk
7,curd|UHT-milk|spreadcheese|pasta|Instantfoodproducts|soda|shoppingbags|
2,brownbread|margarine
1,domesticeggs|
2,chocolate|dishes
2,soda|specialtychocolate
1,cookingchocolate|
2,butter|candy
4,pork|othervegetables|wholemilk|domesticeggs
4,sausage|softcheese|mayonnaise|icecream
1,shoppingbags|
7,tropicalfruit|berries|rolls|buns|pastry|margarine|coffee|shoppingbags|
3,bottledwater|fruit|vegetablejuice|cannedbeer|
3,citrusfruit|wholemilk|waffles|
5,rootvegetables|whipped|sourcream|frozenvegetables|domesticeggs|rolls|buns|
1,rootvegetables|
3,rolls|buns|bottledwater|shoppingbags|
1,yogurt|
2,dogfood|cannedbeer
3,othervegetables|whitebread|newspapers|
5,hamburgermeat|dessert|slicedcheese|pickledvegetables|toiletcleaner|
5,berries|buttermilk|yogurt|pastry|bathroomcleaner|
5,sausage|wholemilk|pastry|saltysnack|kitchentowels|
1,bottledwater|
1,chocolate|
2,rootvegetables|wholemilk
4,tidbits|rolls|buns|coffee|saltysnack
3,wholemilk|frozenvegetables|coffee|
4,citrusfruit|rootvegetables|wholemilk|coffee
10,tropicalfruit|grapes|wholemilk|pastry|dogfood|soda|waffles|specialtybar|cleaner|shoppingbags
6,chicken|tropicalfruit|brownbread|pickledvegetables|soda|cannedbeer
1,newspapers|
6,othervegetables|wholemilk|whipped|sourcream|jam|soda|shoppingbags
5,butter|brownbread|bottledbeer|whitewine|shoppingbags|
1,semi-finishedbread|
4,bottledbeer|liquor|red|blushwine|shoppingbags
1,seasonalproducts|
8,pork|pipfruit|onions|othervegetables|wholemilk|dessert|yogurt|whisky
6,wholemilk|curd|yogurt|chocolatemarshmallow|candy|newspapers
14,sausage|chicken|pork|beef|citrusfruit|tropicalfruit|wholemilk|processedcheese|frozenmeals|domesticeggs|brownbread|semi-finishedbread|soda|chocolate
1,saltysnack|
8,rootvegetables|herbs|othervegetables|wholemilk|rolls|buns|rollproducts|soda|shoppingbags
2,frankfurter|rolls|buns
3,othervegetables|wholemilk|frozenpotatoproducts|
2,chocolate|candy
2,sausage|yogurt
2,finishedproducts|seasonalproducts
2,wholemilk|pastry
1,shoppingbags|
3,wholemilk|zwieback|saltysnack|
2,soda|cannedbeer
1,rolls|buns|
1,seasonalproducts|
3,pipfruit|icecream|bottledbeer|
3,UHT-milk|artif.sweetener|bottledwater|
1,cannedbeer|
4,tropicalfruit|icecream|frozendessert|candy
11,pork|tropicalfruit|onions|herbs|wholemilk|butter|frozenvegetables|rolls|buns|jam|bottledwater|liquor(appetizer)|
5,othervegetables|UHT-milk|sauces|fruit|vegetablejuice|shoppingbags|
1,berries|
3,bottledwater|cannedbeer|hygienearticles|
1,waffles|
1,soda|
1,soda|
9,sausage|grapes|slicedcheese|creamcheese|icecream|saltysnack|waffles|chewinggum|napkins|
2,pastry|cannedbeer
2,frozenmeals|icecream
8,tropicalfruit|rootvegetables|wholemilk|frozenvegetables|domesticeggs|brownbread|semi-finishedbread|cannedbeer
1,saltysnack|
9,tropicalfruit|pipfruit|UHT-milk|sugar|catfood|coffee|longlifebakeryproduct|chocolate|hygienearticles|
1,pork|
16,ham|turkey|tropicalfruit|wholemilk|butter|frozenmeals|pastry|rollproducts|semi-finishedbread|catfood|soda|waffles|cakebar|specialtychocolate|kitchentowels|shoppingbags
9,sausage|tropicalfruit|pipfruit|rootvegetables|whipped|sourcream|pastry|catfood|petcare|bottledbeer|
1,domesticeggs|
7,wholemilk|butter|whipped|sourcream|slicedcheese|creamcheese|spices|specialtybar|
6,othervegetables|butter|curd|frozenvegetables|brownbread|hygienearticles
1,bottledbeer|
12,ham|wholemilk|dessert|processedcheese|domesticeggs|whitebread|pickledvegetables|specialtyvegetables|coffee|specialtychocolate|dentalcare|hygienearticles
5,frankfurter|sausage|processedcheese|rolls|buns|liquor|
3,sausage|whitewine|shoppingbags|
1,bottledwater|
3,sausage|beverages|soda|
4,pork|wholemilk|pastry|shoppingbags
2,frankfurter|dessert
3,Instantfoodproducts|cannedvegetables|saltysnack|
7,ham|tropicalfruit|pipfruit|rootvegetables|domesticeggs|napkins|newspapers|
1,bottledbeer|
3,frozenvegetables|margarine|cleaner|
6,butter|oil|margarine|specialtyfat|chocolate|candy
5,berries|othervegetables|yogurt|pastry|shoppingbags|
5,frankfurter|othervegetables|frozenvegetables|waffles|cakebar|
6,tropicalfruit|yogurt|condensedmilk|brownbread|soda|bottledbeer
8,beef|pipfruit|rootvegetables|wholemilk|yogurt|flour|dogfood|cannedbeer
6,frankfurter|rolls|buns|pastry|vinegar|mustard|specialtychocolate
1,whitebread|
3,citrusfruit|wholemilk|semi-finishedbread|
5,wholemilk|rolls|buns|hygienearticles|napkins|housekeepingproducts|
1,frozenmeals|
7,frankfurter|sausage|butter|flour|sugar|soda|chocolate|
1,beef|
6,sausage|creamcheese|mayonnaise|rolls|buns|margarine|soda
1,petcare|
1,napkins|
10,frankfurter|sausage|citrusfruit|rootvegetables|othervegetables|yogurt|softcheese|spreadcheese|rolls|buns|bottledwater
2,soda|bottledbeer
4,citrusfruit|yogurt|fruit|vegetablejuice|napkins
9,othervegetables|frozenvegetables|domesticeggs|rolls|buns|cannedvegetables|soda|hygienearticles|flower(seeds)|shoppingbags|
5,sausage|yogurt|whitewine|red|blushwine|shoppingbags|
5,beef|curd|creamcheese|soda|photo|film|
1,othervegetables|
3,rolls|buns|prosecco|saltysnack|
5,othervegetables|frozenvegetables|frozenfish|rolls|buns|pickledvegetables|
4,othervegetables|wholemilk|buttermilk|specialtycheese
9,rootvegetables|othervegetables|wholemilk|rolls|buns|pastry|bottledwater|soda|waffles|cakebar|
7,catfood|bottledwater|soda|whitewine|saltysnack|napkins|kitchentowels|
1,wholemilk|
3,oil|fruit|vegetablejuice|dishes|
2,frankfurter|rolls|buns
4,tropicalfruit|yogurt|coffee|newspapers
2,soda|chocolatemarshmallow
1,shoppingbags|
1,wholemilk|
9,sausage|pipfruit|wholemilk|yogurt|slicedcheese|creamcheese|pastry|soda|shoppingbags|
4,sausage|tropicalfruit|wholemilk|bottledbeer
4,sausage|rootvegetables|rolls|buns|soda
1,wholemilk|
4,sausage|softcheese|rolls|buns|brownbread
1,detergent|
4,pastry|cannedbeer|longlifebakeryproduct|candles
2,fish|liquor
1,cannedbeer|
1,cannedbeer|
1,bottledbeer|
1,rolls|buns|
3,bottledwater|soda|saltysnack|
1,bottledwater|
1,rolls|buns|
12,meat|pork|rootvegetables|othervegetables|yogurt|creamcheese|rolls|buns|whitebread|vinegar|soda|cakebar|napkins
2,yogurt|artif.sweetener
2,rolls|buns|soda
2,soda|cannedbeer
1,rolls|buns|
3,frozenmeals|rolls|buns|brownbread|
4,othervegetables|rolls|buns|bottledwater|skincare
1,dishes|
2,rolls|buns|brownbread
1,rolls|buns|
14,othervegetables|wholemilk|yogurt|rolls|buns|brownbread|coffee|soda|fruit|vegetablejuice|bottledbeer|chocolate|specialtychocolate|specialtybar|napkins|dishes
2,coffee|soda
1,frozendessert|
18,ham|chicken|citrusfruit|tropicalfruit|berries|rootvegetables|othervegetables|wholemilk|yogurt|whipped|sourcream|beverages|softcheese|slicedcheese|rolls|buns|pastry|semi-finishedbread|oil|fruit|vegetablejuice
4,frankfurter|chicken|icecream|rolls|buns
4,yogurt|UHT-milk|rolls|buns|brownbread
7,citrusfruit|pipfruit|wholemilk|condensedmilk|creamcheese|domesticeggs|fruit|vegetablejuice|
5,sausage|rootvegetables|othervegetables|brownbread|longlifebakeryproduct|
13,frankfurter|citrusfruit|tropicalfruit|pipfruit|grapes|rootvegetables|othervegetables|wholemilk|yogurt|frozenmeals|frozenfish|frozendessert|brownbread|
4,liverloaf|brownbread|bottledwater|cannedbeer
13,pork|grapes|berries|othervegetables|whipped|sourcream|frozendessert|domesticeggs|rolls|buns|pastry|sugar|bakingpowder|bottledwater|dishes|
3,frozenfish|rolls|buns|pastry|
5,herbs|othervegetables|whipped|sourcream|red|blushwine|shoppingbags|
11,grapes|rootvegetables|othervegetables|whipped|sourcream|catfood|chewinggum|decalcifier|bathroomcleaner|napkins|dishes|kitchentowels|
